record_id,record_type,canonical_name,whisky_name,distillery,brand_or_company,country,region,origin_raw,type,class,age_years,age_raw,abv_percent,bottle_size,cask_type,finish_type,smoke_level,peat_level,sweetness,spiciness,body,aroma_tags,nose_notes,palate_notes,finish_notes,pairing_notes,general_notes,user_score_100,meta_critic,score_stdev,review_count,value_score_10,beginner_score_10,cost_tier,super_cluster,cluster,current_price,price_currency,price_date,availability,repeat_buy,overrated,underrated,alternative_suggestions,distillery_status,founded,closed,capacity,spirit_still,wash_still,owner,views,ranking,votes,wishlist,distillery_rating,distillery_whisky_count,collection_count,specialist_count,address,longitude,latitude,source_files,source_match_notes,source_distillery_index,source_tr_tasting_index,source_meta_index,norm_canonical,norm_whisky_name,norm_name
WDB-01430,whisky_product,"Canadian Rockies 21yo (46%, new label)","Canadian Rockies 21yo (46%, new label)",,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.78,0.31,4,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1413,canadian rockies 21yo 46 new label,canadian rockies 21yo 46 new label,
WDB-01431,whisky_product,Forty Creek Heart of Gold,Forty Creek Heart of Gold,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.76,0.38,11,,,$$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1414,forty creek heart of gold,forty creek heart of gold,
WDB-01432,whisky_product,J.P. Wiser's Red Letter 15yo,J.P. Wiser's Red Letter 15yo,,,Canada,,,Blend,Rye-like,15,15yo,,,,,,,,,,,,,,,,,8.76,0.35,16,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1415,j p wiser s red letter 15yo,j p wiser s red letter 15yo,
WDB-01433,whisky_product,Gooderham & Worts 19yo 49 Wellington (2019),Gooderham & Worts 19yo 49 Wellington (2019),Gooderham & Worts,Gooderham & Worts,Canada,,,Blend,Rye-like,19,19yo,,,,,,,,,,,,,,,,,8.75,0.31,8,,,$$$$,,,,,,,,,,,Silent,NA,NA,NA,NA,NA,NA,253,C,6,1,85.75,1,3,NA,TorontoCanada,-79.3831843,43.653226,whisky3.csv;whisky.csv,distillery_prefix_name,444,,1416,gooderham worts 19yo 49 wellington 2019,gooderham worts 19yo 49 wellington 2019,
WDB-01434,whisky_product,High West Double Rye Manhattan Barrel,High West Double Rye Manhattan Barrel,High West Distillery,High West Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.75,0.38,7,,,$$$,,R4,,,,,,,,,Active,01-01-2007,NA,NA,NA,NA,NA,3207,D,281,102,84.21,97,673,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,"703 Park AvenueUT 84060  Park City, UtahUnited States",-111.4985493,40.6464897,whisky3.csv;whisky.csv,distillery_prefix_name,498,,1417,high west double rye manhattan barrel,high west double rye manhattan barrel,
WDB-01435,whisky_product,Willett Family Estate Rye (all ages),Willett Family Estate Rye (all ages),Willett Distillery,Willett Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.75,0.31,21,,,$$$$,,R4,,,,,,,,,Active,,,NA,NA,NA,,2741,C,248,42,86.87,167,236,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,1869 Loretto Rd40004 BardstownUnited States,-85.4593812,37.7872778,whisky3.csv;whisky.csv,distillery_prefix_name,1126,,1418,willett family estate rye all ages,willett family estate rye all ages,
WDB-01436,whisky_product,"Forty Creek Confederation Oak (Batch J, K, L)","Forty Creek Confederation Oak (Batch J, K, L)",Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.72,0.47,3,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1419,forty creek confederation oak batch j k l,forty creek confederation oak batch j k l,
WDB-01437,whisky_product,High West Bourye,High West Bourye,High West Distillery,High West Distillery,USA,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.72,0.34,13,,,$$$$,,R4,,,,,,,,,Active,01-01-2007,NA,NA,NA,NA,NA,3207,D,281,102,84.21,97,673,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,"703 Park AvenueUT 84060  Park City, UtahUnited States",-111.4985493,40.6464897,whisky3.csv;whisky.csv,distillery_prefix_name,498,,1420,high west bourye,high west bourye,
WDB-01438,whisky_product,High West Double Rye (all bottlings),High West Double Rye (all bottlings),High West Distillery,High West Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.69,0.32,21,,,$$,,R4,,,,,,,,,Active,01-01-2007,NA,NA,NA,NA,NA,3207,D,281,102,84.21,97,673,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,"703 Park AvenueUT 84060  Park City, UtahUnited States",-111.4985493,40.6464897,whisky3.csv;whisky.csv,distillery_prefix_name,498,,1421,high west double rye all bottlings,high west double rye all bottlings,
WDB-01439,whisky_product,High West Double Rye (pre-2018),High West Double Rye (pre-2018),High West Distillery,High West Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.69,0.32,19,,,$$,,R4,,,,,,,,,Active,01-01-2007,NA,NA,NA,NA,NA,3207,D,281,102,84.21,97,673,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,"703 Park AvenueUT 84060  Park City, UtahUnited States",-111.4985493,40.6464897,whisky3.csv;whisky.csv,distillery_prefix_name,498,,1422,high west double rye pre 2018,high west double rye pre 2018,
WDB-01440,whisky_product,Russell's Reserve 6yo Rye,Russell's Reserve 6yo Rye,,,USA,,,Rye,Rye-like,6,6yo,,,,,,,,,,,,,,,,,8.69,0.29,8,,,$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1423,russell s reserve 6yo rye,russell s reserve 6yo rye,
WDB-01441,whisky_product,Willett Family Estate 5yo Rye,Willett Family Estate 5yo Rye,Willett Distillery,Willett Distillery,USA,,,Rye,Rye-like,5,5yo,,,,,,,,,,,,,,,,,8.69,0.38,5,,,$$$$,,R4,,,,,,,,,Active,,,NA,NA,NA,,2741,C,248,42,86.87,167,236,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,1869 Loretto Rd40004 BardstownUnited States,-85.4593812,37.7872778,whisky3.csv;whisky.csv,distillery_prefix_name,1126,,1424,willett family estate 5yo rye,willett family estate 5yo rye,
WDB-01442,whisky_product,Lot 40 Dark Oak,Lot 40 Dark Oak,,,Canada,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.68,0.28,9,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1425,lot 40 dark oak,lot 40 dark oak,
WDB-01443,whisky_product,Barrell Rye (all Batches),Barrell Rye (all Batches),,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.67,0.28,6,,,$$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1426,barrell rye all batches,barrell rye all batches,
WDB-01444,whisky_product,Highwood Ninety Rye 20yo,Highwood Ninety Rye 20yo,,,Canada,,,Blend,Rye-like,20,20yo,,,,,,,,,,,,,,,,,8.67,0.34,13,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1427,highwood ninety rye 20yo,highwood ninety rye 20yo,
WDB-01445,whisky_product,Jack Daniel's Single Barrel Rye,Jack Daniel's Single Barrel Rye,Jack Daniel's,Jack Daniel's,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.67,0.21,9,,,$$$,,R4,,,,,,,,,Active,,,150000000 Liters,NA,NA,Brown-Forman,10328,E,1853,441,77.98,381,7548,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,280 Lynchburg HighwayTN 37352 LynchburgUnited States,-86.3683442,35.2852833,whisky3.csv;whisky.csv,distillery_prefix_name,535,,1428,jack daniel s single barrel rye,jack daniel s single barrel rye,
WDB-01446,whisky_product,Forty Creek Confederation Oak (All Batches),Forty Creek Confederation Oak (All Batches),Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.66,0.40,23,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1429,forty creek confederation oak all batches,forty creek confederation oak all batches,
WDB-01447,whisky_product,Gooderham & Worts 17yo Little Trinity Three Grain (2017),Gooderham & Worts 17yo Little Trinity Three Grain (2017),Gooderham & Worts,Gooderham & Worts,Canada,,,Blend,Rye-like,17,17yo,,,,,,,,,,,,,,,,,8.66,0.35,18,,,$$$$,,,,,,,,,,,Silent,NA,NA,NA,NA,NA,NA,253,C,6,1,85.75,1,3,NA,TorontoCanada,-79.3831843,43.653226,whisky3.csv;whisky.csv,distillery_prefix_name,444,,1430,gooderham worts 17yo little trinity three grain 2017,gooderham worts 17yo little trinity three grain 2017,
WDB-01448,whisky_product,J.P. Wiser's Alumni Series Yvan Cournoyer 12yo,J.P. Wiser's Alumni Series Yvan Cournoyer 12yo,,,Canada,,,Rye,Rye-like,12,12yo,,,,,,,,,,,,,,,,,8.66,0.28,7,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1431,j p wiser s alumni series yvan cournoyer 12yo,j p wiser s alumni series yvan cournoyer 12yo,
WDB-01449,whisky_product,Angel’s Envy Rye (Rum-finished),Angel’s Envy Rye (Rum-finished),,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.65,0.51,13,,,$$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1432,angel s envy rye rum finished,angel s envy rye rum finished,
WDB-01450,whisky_product,Century Reserve 21yo,Century Reserve 21yo,,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.65,0.24,11,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1433,century reserve 21yo,century reserve 21yo,
WDB-01451,whisky_product,FEW Rye Whisky,FEW Rye Whisky,,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.65,0.57,7,,,$$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1434,few rye whisky,few rye whisky,
WDB-01452,whisky_product,Alberta Rye Dark Batch,Alberta Rye Dark Batch,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.64,0.35,13,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1435,alberta rye dark batch,alberta rye dark batch,
WDB-01453,whisky_product,Pike Creek 21yo Double Barrel Speyside Cask Finish (2017),Pike Creek 21yo Double Barrel Speyside Cask Finish (2017),,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.64,0.31,17,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1436,pike creek 21yo double barrel speyside cask finish 2017,pike creek 21yo double barrel speyside cask finish 2017,
WDB-01454,whisky_product,Wayne Gretzky No. 99 Ninety Nine Proof,Wayne Gretzky No. 99 Ninety Nine Proof,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.64,0.35,6,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1437,wayne gretzky no 99 ninety nine proof,wayne gretzky no 99 ninety nine proof,
WDB-01455,whisky_product,Forty Creek Double Barrel Reserve,Forty Creek Double Barrel Reserve,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.63,0.44,13,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1438,forty creek double barrel reserve,forty creek double barrel reserve,
WDB-01456,whisky_product,Little Book Chapter 1 The Easy,Little Book Chapter 1 The Easy,,,USA,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.63,0.29,12,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1439,little book chapter 1 the easy,little book chapter 1 the easy,
WDB-01457,whisky_product,Masterson's Straight Wheat 12yo,Masterson's Straight Wheat 12yo,,,Canada,,,Wheat,Rye-like,12,12yo,,,,,,,,,,,,,,,,,8.63,0.32,10,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1440,masterson s straight wheat 12yo,masterson s straight wheat 12yo,
WDB-01458,whisky_product,Crown Royal Noble Collection Wine Barrel Finished,Crown Royal Noble Collection Wine Barrel Finished,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.62,0.48,10,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1441,crown royal noble collection wine barrel finished,crown royal noble collection wine barrel finished,
WDB-01459,whisky_product,"Forty Creek Confederation Oak (Batch G, H, I)","Forty Creek Confederation Oak (Batch G, H, I)",Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.62,0.27,3,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1442,forty creek confederation oak batch g h i,forty creek confederation oak batch g h i,
WDB-01460,whisky_product,J.P. Wiser's Seasoned Oak 19yo,J.P. Wiser's Seasoned Oak 19yo,,,Canada,,,Blend,Rye-like,19,19yo,,,,,,,,,,,,,,,,,8.62,0.43,15,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1443,j p wiser s seasoned oak 19yo,j p wiser s seasoned oak 19yo,
WDB-01461,whisky_product,Pike Creek 15yo Cabernet Sauvingon Finish,Pike Creek 15yo Cabernet Sauvingon Finish,,,Canada,,,Blend,Rye-like,15,15yo,,,,,,,,,,,,,,,,,8.62,0.28,7,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1444,pike creek 15yo cabernet sauvingon finish,pike creek 15yo cabernet sauvingon finish,
WDB-01462,whisky_product,Colonel E.H. Taylor Straight Rye,Colonel E.H. Taylor Straight Rye,,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.61,0.37,16,,,$$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1445,colonel e h taylor straight rye,colonel e h taylor straight rye,
WDB-01463,whisky_product,J.P. Wiser's One Fifty,J.P. Wiser's One Fifty,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.61,0.33,10,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1446,j p wiser s one fifty,j p wiser s one fifty,
WDB-01464,whisky_product,Smooth Ambler Old Scout 7yo Rye,Smooth Ambler Old Scout 7yo Rye,,,USA,,,Rye,Rye-like,7,7yo,,,,,,,,,,,,,,,,,8.61,0.38,9,,,$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1447,smooth ambler old scout 7yo rye,smooth ambler old scout 7yo rye,
WDB-01465,whisky_product,Crown Royal Monarch 75th Anniversary,Crown Royal Monarch 75th Anniversary,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.60,0.46,13,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1448,crown royal monarch 75th anniversary,crown royal monarch 75th anniversary,
WDB-01466,whisky_product,High West Yippee Ki-Yay,High West Yippee Ki-Yay,High West Distillery,High West Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.60,0.65,13,,,$$$$,,R4,,,,,,,,,Active,01-01-2007,NA,NA,NA,NA,NA,3207,D,281,102,84.21,97,673,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,"703 Park AvenueUT 84060  Park City, UtahUnited States",-111.4985493,40.6464897,whisky3.csv;whisky.csv,distillery_prefix_name,498,,1449,high west yippee ki yay,high west yippee ki yay,
WDB-01467,whisky_product,J.P. Wiser's Canada 2018,J.P. Wiser's Canada 2018,,,Canada,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.60,0.36,9,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1450,j p wiser s canada 2018,j p wiser s canada 2018,
WDB-01468,whisky_product,Rittenhouse Rye 100 Proof,Rittenhouse Rye 100 Proof,,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.6,0.23,22,,,$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1451,rittenhouse rye 100 proof,rittenhouse rye 100 proof,
WDB-01469,whisky_product,Willett Family Estate 3yo Rye,Willett Family Estate 3yo Rye,Willett Distillery,Willett Distillery,USA,,,Rye,Rye-like,3,3yo,,,,,,,,,,,,,,,,,8.6,0.45,11,,,$$$,,R4,,,,,,,,,Active,,,NA,NA,NA,,2741,C,248,42,86.87,167,236,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,1869 Loretto Rd40004 BardstownUnited States,-85.4593812,37.7872778,whisky3.csv;whisky.csv,distillery_prefix_name,1126,,1452,willett family estate 3yo rye,willett family estate 3yo rye,
WDB-01470,whisky_product,Canadian Club 20yo,Canadian Club 20yo,,,Canada,,,Blend,Rye-like,20,20yo,,,,,,,,,,,,,,,,,8.59,0.24,11,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1453,canadian club 20yo,canadian club 20yo,
WDB-01471,whisky_product,Forty Creek Victory,Forty Creek Victory,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.59,0.24,3,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1454,forty creek victory,forty creek victory,
WDB-01472,whisky_product,Michter's Single Barrel Straight Rye,Michter's Single Barrel Straight Rye,Michter's Distillery,Michter's Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.58,0.46,13,,,$$$,,R4,,,,,,,,,Closed,,,NA,NA,NA,,2966,C,631,193,85.11,148,1018,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,2351 New Millennium DriveKY 40216  LouisvilleUnited States,-85.788146,38.2149069,whisky3.csv;whisky.csv,distillery_prefix_name,667,,1455,michter s single barrel straight rye,michter s single barrel straight rye,
WDB-01473,whisky_product,Crown Royal Blender's Select,Crown Royal Blender's Select,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.57,0.17,5,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1456,crown royal blender s select,crown royal blender s select,
WDB-01474,whisky_product,Pike Creek 21yo Double Barrel European Oak Cask (2018),Pike Creek 21yo Double Barrel European Oak Cask (2018),,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.57,0.37,11,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1457,pike creek 21yo double barrel european oak cask 2018,pike creek 21yo double barrel european oak cask 2018,
WDB-01475,whisky_product,Collingwood 21yo,Collingwood 21yo,,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.56,0.47,15,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1458,collingwood 21yo,collingwood 21yo,
WDB-01476,whisky_product,Jefferson's Straight Rye 10yo,Jefferson's Straight Rye 10yo,,,USA,,,Rye,Rye-like,10,10yo,,,,,,,,,,,,,,,,,8.56,0.35,7,,,$$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1459,jefferson s straight rye 10yo,jefferson s straight rye 10yo,
WDB-01477,whisky_product,Wild Turkey 101 Rye,Wild Turkey 101 Rye,Wild Turkey Distillery,Wild Turkey Distillery,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.56,0.31,17,,,$$,,R4,,,,,,,,,Active,01-01-1789,NA,NA,NA,NA,"Austin, Nichols Distilling Co., Inc.",6110,D,1243,219,84.31,227,2660,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,1525 Tyrone RoadKY 40342 LawrenceburgUnited States,-84.8519506,38.0395235,whisky3.csv;whisky.csv,distillery_prefix_name,1124,,1460,wild turkey 101 rye,wild turkey 101 rye,
WDB-01478,whisky_product,Forty Creek Evolution,Forty Creek Evolution,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.55,0.75,10,,,$$$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1461,forty creek evolution,forty creek evolution,
WDB-01479,whisky_product,Forty Creek Resolve,Forty Creek Resolve,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.55,0.52,6,,,,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1462,forty creek resolve,forty creek resolve,
WDB-01480,whisky_product,Gooderham & Worts Four Grain,Gooderham & Worts Four Grain,Gooderham & Worts,Gooderham & Worts,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.55,0.30,18,,,$$,,,,,,,,,,,Silent,NA,NA,NA,NA,NA,NA,253,C,6,1,85.75,1,3,NA,TorontoCanada,-79.3831843,43.653226,whisky3.csv;whisky.csv,distillery_prefix_name,444,,1463,gooderham worts four grain,gooderham worts four grain,
WDB-01481,whisky_product,J.P. Wiser's Alumni Series Larry Robinson 6yo,J.P. Wiser's Alumni Series Larry Robinson 6yo,,,Canada,,,Rye,Rye-like,6,6yo,,,,,,,,,,,,,,,,,8.54,0.34,7,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1464,j p wiser s alumni series larry robinson 6yo,j p wiser s alumni series larry robinson 6yo,
WDB-01482,whisky_product,Sazerac Straight Rye,Sazerac Straight Rye,,,USA,,,Rye,Rye-like,,,,,,,,,,,,,,,,,,,8.54,0.43,23,,,$$,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1465,sazerac straight rye,sazerac straight rye,
WDB-01483,whisky_product,Whistlepig 6yo Piggyback,Whistlepig 6yo Piggyback,WhistlePig,WhistlePig,Canada,,,Blend,Rye-like,6,6yo,,,,,,,,,,,,,,,,,8.54,0.14,4,,,$$,,,,,,,,,,,Active,,,NA,NA,NA,,1473,C,33,22,86.24,26,97,David Knopfler & karloff & Håvard Nørjordet & Timo a.k.a. 'whisky buff' & Norbert,2139 Quiet Valley RoadVT 05770 ShorehamUnited States,-73.275932,43.912071,whisky3.csv;whisky.csv,distillery_prefix_name,1117,,1466,whistlepig 6yo piggyback,whistlepig 6yo piggyback,
WDB-01484,whisky_product,Forty Creek Copper Pot Reserve,Forty Creek Copper Pot Reserve,Forty Creek,Forty Creek,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.53,0.43,16,,,$,,,,,,,,,,,Active,01-01-1992,NA,NA,NA,NA,Gruppo Campari,1975,D,105,31,82.33,20,323,David Knopfler,"297 South Service RoadL3M 1Y6 Grimsby, OntarioCanada",-79.5830771,43.2031108,whisky3.csv;whisky.csv,distillery_prefix_name,401,,1467,forty creek copper pot reserve,forty creek copper pot reserve,
WDB-01485,whisky_product,Alberta Premium Dark Horse,Alberta Premium Dark Horse,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.52,0.49,21,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1468,alberta premium dark horse,alberta premium dark horse,
WDB-01486,whisky_product,Masterson's Straight Barley 10yo,Masterson's Straight Barley 10yo,,,Canada,,,Barley,Rye-like,10,10yo,,,,,,,,,,,,,,,,,8.52,0.58,8,,,$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1469,masterson s straight barley 10yo,masterson s straight barley 10yo,
WDB-01487,whisky_product,Alberta Premium 20yo,Alberta Premium 20yo,,,Canada,,,Blend,Rye-like,20,20yo,,,,,,,,,,,,,,,,,8.51,0.34,6,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1470,alberta premium 20yo,alberta premium 20yo,
WDB-01488,whisky_product,Canadian Rockies 21yo (40%),Canadian Rockies 21yo (40%),,,Canada,,,Blend,Rye-like,21,21yo,,,,,,,,,,,,,,,,,8.50,0.32,5,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1471,canadian rockies 21yo 40,canadian rockies 21yo 40,
WDB-01489,whisky_product,Crown Royal Northern Harvest Rye,Crown Royal Northern Harvest Rye,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.50,0.35,26,,,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1472,crown royal northern harvest rye,crown royal northern harvest rye,
WDB-01490,whisky_product,J.P. Wiser's 18yo,J.P. Wiser's 18yo,,,Canada,,,Blend,Rye-like,18,18yo,,,,,,,,,,,,,,,,,8.50,0.44,20,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1473,j p wiser s 18yo,j p wiser s 18yo,
WDB-01491,whisky_product,J.P. Wiser's Wheatfield Gold,J.P. Wiser's Wheatfield Gold,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.50,0.18,5,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1474,j p wiser s wheatfield gold,j p wiser s wheatfield gold,
WDB-01492,whisky_product,Stalk & Barrel Rye,Stalk & Barrel Rye,,,Canada,,,Blend,Rye-like,,,,,,,,,,,,,,,,,,,8.5,0.32,7,,,$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whisky3.csv,,,,1475,stalk barrel rye,stalk barrel rye,
